Model;Name;Price
S78-440L0M0-P83;SSD|MSI|SPATIUM M450|1TB|M.2|PCIe Gen4|NVMe|3D NAND|Write speed 2400 MBytes/sec|Read speed 3400 MBytes/sec|2.15mm|TBW 350 TB|MTBF 1500000 hours|S78-440L0M0-P83;54.19€
SSDPR-CX400-01T-G2;GOODRAM CX400 GEN.2 SSD 1TB SATA3 2.5inch 550/500MB/s;54.59€
ALEG-710-1TCS;ADATA LEGEND 710 1TB PCIe M.2 SSD, Read Up to 2,400MB/s, Write Up to 1,800MB/s;54.59€
P300P1TBM28;PATRIOT P300 1TB M2 2280 PCIe SSD;54.79€
SSD-C800N512G;SSD|DAHUA|512GB|M.2|SATA|3D NAND|Write speed 450 MBytes/sec|Read speed 530 MBytes/sec|2.2mm|TBW 200 TB|MTBF 1500000 hours|SSD-C800N512G;54.79€
CT1000P3SSD8;Crucial SSD P3 1000 GB, SSD form factor M.2 2280, SSD interface PCIe NVMe Gen 3, Write speed 3000 MB/s, Read speed 3500 MB/s;55.19€
SNV3S/1000G;KINGSTON 1000GB NV3 M.2 2280 PCIe 4.0 NVMe SSD Read speed 6000 MB/s | Write speed 4000 MB/s;55.19€
PBE960GS25SSDR;PATRIOT Burst Elite 960GB SATA 3 2.5inch SSD;55.59€
ASU800SS-512GT-C;Adata SU800 SSD SATA III  2.5'' 512GB, read/write 560/520MBps, 3D NAND Flash;55.79€
P210S1TB25;PATRIOT P210 SSD 1TB SATA 3 Internal Solid State Drive 2.5inch;55.99€
MZ-V8V500BW;SAMSUNG 980 SSD 500GB M.2 NVMe PCIe 3.0 3.100 MB/s read 2.600MB/s write;56.49€
P220S1TB25;PATRIOT P220 SATA 3 1TB SSD 550/500MB/s;56.49€
SP960GBSS3S55S25;Silicon Power SSD Slim S55 960GB 2.5'', SATA III 6GB/s, 560/530 MB/s, 7mm;56.59€
G325E1TB;GIGABYTE Gen3 2500E M.2 2280 SSD 1TB PCIe 3.0x4 NVMe1.3;56.59€
SLEG-860-1000GCS;ADATA LEGEND 860 1TB PCIe M.2 SSD 3500/2200MB/s;57.19€
SKC3000S/512G;KINGSTON KC3000 512GB PCIe 4.0 NVMe M.2 | Read speed 3900 MB/s | Write speed 7000 MB/s;57.29€
AC280177;SSD|DELL|256GB|M.2|PCIe Gen4|NVMe|AC280177;57.39€
P310P960GM28;PATRIOT P310 960GB M2 2280 PCIe SSD NVME;57.89€
P400LP1KGM28H;PATRIOT Viper VP400 Lite 1TB M.2 SSD NVME GEN 4X4 3500/2700MB/s;57.89€
WDS100T4G0E;SSD|WESTERN DIGITAL|Green|1TB|M.2|PCIe Gen4|NVMe|Write speed 4200 MBytes/sec|Read speed 5000 MBytes/sec|2.3mm|TBW 150 TB|WDS100T4G0E;57.99€
SHPP41-500GM-2;SK Hynix Platinum P41 SSD | 500 GB | SSD form factor M.2 2280 | Solid-state drive interface PCIe Gen4x4 | Read speed 7000 MB/s | Write speed 4700 MB/s;58.19€
WDS500G1R0B;WD Red™ SA500 NAS SSD 500GB, M.2 SATA, 560/530 MB/s designed and tested in 24x7 conditions;58.89€
WDS500G1R0A;WD Red SA500 NAS SSD 2.5'' 500GB 560/530 MB/s, designed and tested for 24/7 usage;58.89€
WDS500G1R0C;WD Red SSD SN700 NVMe 500GB M.2 2280 PCIe Gen3 8Gb/s internal drive for NAS devices;58.99€
ASX8200PNP-1TT-C;Adata XPG SX8200 PRO SSD 1TB PCIe Gen3 x 4 M.2 2280, R/W 3500/3000 MB/s;59.19€
SKC600/512G;KINGSTON 512GB SSD KC600 SATA3 2.5inch;59.19€
SKC600MS/512G;KINGSTON KC600 512GB SATA3 mSATA SSD;59.49€
MZ-77E500B/EU;SAMSUNG SSD 870 EVO 500GB SATA III 2.5inch 560MB/s read 530MB/s write;59.99€
P320P1TBM28;PATRIOT P320 1TB M.2 2280 PCIE SSD;60.49€
LNM620X001T-RNNNG;Lexar | M.2 NVMe SSD | LNM620 | 1000 GB | SSD form factor M.2 2280 | Solid-state drive interface PCIe Gen3x4 | Read speed 3300 MB/s | Write speed 3000 MB/s;62.69€
LNM710X001T-RNNNG;Lexar | M.2 NVMe SSD | NM710 | 1000 GB | SSD form factor M.2 2280 | Solid-state drive interface PCIe Gen4x4 | Read speed 5000 MB/s | Write speed 4500 MB/s;63.69€
WDS100T3B0E;WD Blue SN580 NVMe SSD 1TB M.2 PCIe Gen4, Write  4150 MB/s|Read 4150 MB/s;63.69€
CT1000P3PSSD8;Crucial P3 Plus 1000GB 3D NAND NVMe PCIe M.2 SSD;63.79€
MZ-V7S250BW;Samsung SSD 970 EVO Plus, 250GB, M.2 PCIe x4, 3500/2300 MB/s;63.89€
AGAMMIXS70B-512G-CS;ADATA GAMMIX S70 Blade 512GB M.2 PCIe SSD;64.59€
LNM800P512G-RN8NG;SSD|LEXAR|NM800PRO|512GB|Heatsink M.2|PCIe Gen4|NVMe|3D TLC|Write speed 3500 MBytes/sec|Read speed 7450 MBytes/sec|TBW 500 TB|MTBF 1500000 hours|LNM800P512G-RN8NG;64.69€
SLEG-900-1TCS;ADATA LEGEND 900 1TB PCIe M.2 SSD Sequential Read up to 7000MB/s, Sequential Write 5400MB/s;64.89€
S78-440L0J0-P83;SSD|MSI|SPATIUM M470 PRO|1TB|M.2|PCIe Gen4|NVMe|3D NAND|Write speed 4500 MBytes/sec|Read speed 6000 MBytes/sec|2.15mm|TBW 320 TB|MTBF 150000 hours|S78-440L0J0-P83;65.79€
WDS100T4B0E;WD Blue SN5000 NVMe SSD 1TB M.2 2280 PCIe Gen4;66.19€
IRP-SSDPR-P44N-512-30;Goodram IRDM PRO NANO IRP-SSDPR-P44N-512-30 SSD diskas M.2 512 GB PCI Express 4.0 NVMe 3D NAND;67.39€
LNQ100X960G-RNNNG;"Lexar | NQ100 | 960 GB | SSD form factor 2.5"" | Solid-state drive interface SATA III | Read speed 550 MB/s";67.49€
CT1000P310SSD8;Crucial P310 1TB PCIe Gen4 NVMe M.2 SSD;68.59€
WDS100T3X0E;WD_BLACK™ SSD diskas SN770 1TB M.2 PCIe Gen4, įrašymo greitis iki 4900MB/s, nuskaitymas iki 5150 MB/s;68.69€
SSD-C970N512G;SSD|DAHUA|512GB|M.2|PCIe Gen4|NVMe|3D NAND|Write speed 2600 MBytes/sec|Read speed 5035 MBytes/sec|TBW 1000 TB|MTBF 1500000 hours|SSD-C970N512G;72.89€
LNQ790X001T-RNNNG;Lexar SSD | NQ790 | 1000 GB | SSD form factor M.2 2280 | Solid-state drive interface PCIe Gen4x4 | Read speed 7000 MB/s | Write speed 6000 MB/s;73.29€
WDS100T3B0A;WD Blue SA510 SSD 1TB SATA III 6Gb/s cased 2.5inch 7mm internal single-packed;73.69€
ALEG-850-1TCS;ADATA LEGEND 850 1TB PCIe M.2 SSD, PCIe Gen4, 5,000/4,500MB/s, AES 256-bit;74.79€
SSD-C970VN512G;SSD|DAHUA|512GB|M.2|PCIe Gen4|NVMe|3D NAND|Write speed 4300 MBytes/sec|Read speed 7000 MBytes/sec|TBW 300 TB|MTBF 1500000 hours|SSD-C970VN512G;76.29€
WDS100T4X0E-00CJA0;WD Black SN7100 NVMe SSD 1TB M.2 2280;76.29€
SP001TBP34A80M28;SILICON POWER SSD P34A80 1TB M.2 PCIe Gen3 x4 NVMe 3400/3000 MB/s;77.19€
WDS500G3X0G;WD Black SN770M 500GB M.2 2230 NVMe SSD;77.59€
WDS500G1B0E;SSD|WESTERN DIGITAL|Black SN750|500GB|M.2|PCIe Gen4|NVMe|TLC|Write speed 2000 MBytes/sec|Read speed 3600 MBytes/sec|WDS500G1B0E;78.59€
VP4300L1TBM28H;PATRIOT Viper VP4300 Lite 1TB M.2 2280 PCIe Gen4 x4;79.19€
SSD-C900N1TB;SSD|DAHUA|1TB|M.2|PCIe Gen3|NVMe|3D NAND|Write speed 1600 MBytes/sec|Read speed 2000 MBytes/sec|TBW 512 TB|MTBF 1500000 hours|SSD-C900N1TB;81.19€
TS1TSSD225S;TRANSCEND 1TB 2.5inch SSD SATA3 3D TLC;81.59€
CT1000P310SSD5;SSD|CRUCIAL|P310|1TB|M.2|PCIe Gen4|NVMe|3D NAND|Write speed 6000 MBytes/sec|Read speed 7100 MBytes/sec|TBW 220 TB|CT1000P310SSD5;82.29€
SFYRS/1000G;KINGSTON FURY Renegade 1000GB PCIe 4.0 NVMe M.2 SSD;83.29€
SSD-C800AS1TB;"SSD|DAHUA|1TB|SATA|3D NAND|Write speed 500 MBytes/sec|Read speed 550 MBytes/sec|2,5""|TBW 400 TB|MTBF 1500000 hours|SSD-C800AS1TB";83.49€
SP01KGBP44UD9007;SILICON POWER UD90 1TB SSD M.2 PCIe Gen4 2230;83.59€
AGAMMIXS70B-1T-CS;ADATA GAMMIX S70 1TB M.2 PCIe SSD 7400/6400 MB/s;83.79€
LSD10Z001TG8;Kioxia LSD10Z001TG8 SSD diskas M.2 1 TB PCI Express 4.0 NVMe BiCS FLASH TLC;83.99€
TS1TMTS425S;TRANSCEND 1TB M.2 2242 SSD SATA3 B+M Key TLC;84.69€
LNM790X001T-RNNNG;Lexar | SSD | NM790 | 1000 GB | SSD form factor M.2 2280 | Solid-state drive interface M.2 NVMe | Read speed 7400 MB/s | Write speed 6500 MB/s;84.79€
CSSD-F1000GBMP600GS;CORSAIR MP600 GS 1TB Gen4 PCIe x4 NVMe M.2 SSD;85.39€
SSD-V800S1TB-R;"SSD|DAHUA|1TB|SATA 3.0|3D NAND|Write speed 440 MBytes/sec|Read speed 480 MBytes/sec|2,5""|TBW 930 TB|MTBF 1500000 hours|SSD-V800S1TB-R";87.19€
CT500T500SSD8;SSD|CRUCIAL|T500|500GB|M.2|PCIe Gen4|NVMe|3D NAND|Write speed 5700 MBytes/sec|Read speed 7200 MBytes/sec|TBW 300 TB|CT500T500SSD8;87.79€
SSD-C900VN1TB-B;SSD|DAHUA|1TB|M.2|PCIe Gen3|NVMe|3D NAND|Write speed 3000 MBytes/sec|Read speed 3400 MBytes/sec|TBW 512 TB|MTBF 1500000 hours|SSD-C900VN1TB-B;88.29€
TS1TSSD220Q;TRANSCEND SSD220Q 1TB SATA3 2.5inch SSD QLC;88.59€
SSD-C900VN1TB;SSD|DAHUA|1TB|M.2|PCIe Gen3|NVMe|3D NAND|Write speed 3000 MBytes/sec|Read speed 3400 MBytes/sec|TBW 512 TB|MTBF 1500000 hours|SSD-C900VN1TB;88.99€
WDS100T1R0C;WD Red SSD SN700 NVMe 1TB M.2 2280 PCIe Gen3 8Gb/s internal drive for NAS devices;89.39€
WDS100T2X0E;WD_BLACK™ SSD diskas SN850X  1TB M.2|PCIe Gen4|įrašymo greitis iki 6300 MB/s|Nuskaitymo greitis iki 7300 MB/s (be radiatoriaus);89.59€
ASU800SS-1TT-C;Adata SU800 SSD SATA III  2.5''1TB, read/write 560/520MBps, 3D NAND Flash;89.69€
WDS100T1R0A;WD Red SA500 NAS SSD 2.5'' 1TB SATA/600, 560/530 MB/s, 7mm, 3D NAND;89.99€
MZ-V8V1T0BW;SAMSUNG SSD 980 1TB M.2 NVMe PCIe 3.0 3.500 MB/s read 3.000MB/s write;90.39€
SKC3000S/1024G;KINGSTON KC3000 1TB PCIe 4.0 NVMe M.2 SSD Read/Write 7000/6000MB/s, Random Read/Write: 900K/1000K IOPS;90.49€
SSDPR-PX700-01T-80;GOODRAM SSD PX700 M.2 PCIe 4x4 1TB RETAIL;90.89€
MZ7L3240HCHQ-00A07;SAMSUNG PM893 Data Center SSD 240GB internal 2.5inch SATA 6Gb/s;91.39€
LNM790X001T-RN9NG;Lexar | SSD | NM790 with Heatsink | 1000 GB | SSD form factor M.2 2280 | Solid-state drive interface PCIe Gen 4×4 | Read speed 7400 MB/s | Write speed 6500 MB/s;91.59€
ALEG-960M-1TCS;ADATA LEGEND 960 MAX 1TB PCIe M.2 SSD;91.89€
SHPP41-1000GM-2;SK Hynix Platinum P41 SSD | 1000 GB | Solid-state drive interface PCIe Gen4x4 | Read speed 7000 MB/s | Write speed 6500 MB/s;92.99€
MZ-V9S1T0BW;SAMSUNG SSD 990 EVO Plus 1TB M.2 NVMe PCIe;93.89€
MZ-V9E1T0BW;SAMSUNG SSD 990 EVO 1TB M.2 NVMe PCIe;93.99€
MZ-77Q1T0BW;SAMSUNG SSD 870 QVO 1TB SATA 2.5inch SATA III;95.39€
SSD-C800N1TB;SSD|DAHUA|1TB|M.2|SATA|3D NAND|Write speed 500 MBytes/sec|Read speed 530 MBytes/sec|2.2mm|TBW 400 TB|MTBF 1500000 hours|SSD-C800N1TB;96.39€
AG450E1024-G;GIGABYTE AORUS Gen4 5000E SSD 1TB;97.69€
SEDC600M/480G;KINGSTON 480GB DC600M 2.5inch SATA3 SSD;98.99€
G440E1TB;GIGABYTE Gen4 4000E SSD 1TB;99.39€
SKC600/1024G;"Kingston | SSD | SKC600 | 1024 GB | SSD form factor 2.5"" | Solid-state drive interface SATA3 | Read speed 550 MB/s | Write speed 520 MB/s";100.69€
TS1TMTS825S;TRANSCEND 1TB M.2 2280 SSD SATA3 B+M Key TLC;101.19€
CT1000T500SSD8;SSD|CRUCIAL|T500|1TB|M.2|PCIe Gen4|NVMe|3D NAND|Write speed 6800 MBytes/sec|Read speed 7300 MBytes/sec|TBW 600 TB|CT1000T500SSD8;102.19€
MZ-77E1T0B/EU;SAMSUNG SSD 870 EVO 1TB 2.5inch SATA 560MB/s read 530MB/s write;102.69€
