Model;Name;Price
RGB-650W_CM_II;Power Supply INTER-TECH Argus RGB, 80PLUS Gold, 650W, Retail, 1x140 Fan, 1x20+4Pin, 4+4Pin, 2xPCI-e 6+2Pin, 3x4Pin (Molex), 6xSATA, 1xFDD, Cable management (Rev.2);65.49€
PS-SPD-0450NNSABE-1;Power Supply Smart BX1 450W;65.69€
TACMARS-MPB750SI;Power supply Tacens Mars MPB750SI 750W 80Plus Bronze;65.99€
75260131;XPG PYLON 650W maitinimo blokas 24-pin ATX ATX Juoda;66.19€
BN301;BE QUIET BN301 PSU System Power 9 500W CM 80Plus Bronze;66.69€
AEROPGSVX-700PLUS-80;AEROCOOL PGS VX-700plus 700W 80+ BOX PSU;66.69€
CGR-AT600;COUGAR ATLAS 600 PSU, 80 plus Bronze, 600W;66.79€
AEROLUX-650-80BRONZE;AEROCOOL PGS LUX 650W 80+ Bronze PSU;67.19€
PS-SPD-0550NNFABE-3;Thermaltake Smart BX3 maitinimo blokas 550 W ATX Juoda;67.19€
PS-LTP-0650NHSANE-1;Pwer supply Litepower RGB 650W;67.29€
PS-SPR-0500NHSAWE-1;Power Supply|THERMALTAKE|500 Watts|Efficiency 80 PLUS|PFC Active|MTBF 100000 hours|PS-SPR-0500NHSAWE-1;67.49€
PS-SPS-0500MNSAWE-1;Power supply -Smart SE2 500W Modular (spr. 87%, Single Rail);67.49€
GP-P650G;GIGABYTE GP-P650G 650W 80 PLUS BR;69.39€
AEROPGSVX-750PLUS-80;AEROCOOL PGS VX-750plus 750W 80+ BOX PSU;69.49€
EY7A004;ENDORFY Vero L5 maitinimo blokas 500 W 24-pin ATX ATX Juoda;69.79€
ZAS-MC-B88-700-ATX-SM;MODECOM Maitinimo blokai MC-B88-700-SM 80+ BRONZINĖ 230V EU 700W;69.99€
BDK-650FC;CHIEFTEC SteelPower SERIES 650W ATX 12V 2.3 80 PLUS Bronze;70.39€
BN321;BE QUIET SFX POWER 3 450W;70.49€
75260140;XPG PYLON 750W maitinimo blokas 24-pin ATX ATX Juoda;71.29€
GPS-700A8;PSU Chieftec Smart GPS-700A8 700W, 80 PLUS, 120 mm fan, Efficiency 80%;71.49€
CL-550B;ASROCK CL-550B BRONZE 550W 80 PLUS PSU;71.69€
PS-SPD-0550NNSABE-1;Power Supply Smart BX1 550W;71.89€
BPX-850-S;CHIEFTEC VITA Series 850W 80 Plus ATX 12V PSU;73.19€
SPS-530MPCBEU;Thermaltake  SMART SE,  Modular, up to 87%, Active PFC PSU, 140mm FAN, retail packing 530 W, Thermaltake on +12V :41A,   492  W, 530 W;73.39€
PS-SPD-0650NNFABE-3;Thermaltake Smart BX3 maitinimo blokas 650 W ATX Juoda;73.59€
AEROPGSLUXRGB-650;AEROCOOL AEROPGSLUXRGB-650 PSU ATX LUX 650W RGB 80 PLUS Bronze;75.29€
AEROPGSVX-800PLUS-80;AEROCOOL PGS VX-800plus 800W 80+ BOX PSU;75.29€
PS-SPS-0600MNSAWE-1;Thermaltake Smart SE2 600W maitinimo blokas ATX Juoda;75.69€
RGB-750W_CM_II;Power Supply INTER-TECH Argus RGB 750W CM, 80PLUS Gold, 140mm fan with 21 ultra bright LEDs,Switchable illumination, Acrylic glass side panel, active PFC, 4xPCI-e, OPP/OVP/SCP protection, semi-modular Cable management (Rev. 2);75.89€
EY7A005;ENDORFY Vero L5 Bronze 600W PSU;75.89€
HYDRO K PRO 850;Fortron | PSU | HYDRO K PRO 850 | 850 W;75.99€
PS-SPR-0600NHSAWE-1;THERMALTAKE Smart RGB 600W;76.69€
BN302;BE QUIET BN302 PSU System Power 9 600W CM 80Plus Bronze;76.69€
AEROLUX-750-80BRONZE;AEROCOOL PGS LUX 750W 80+ Bronze PSU;77.39€
BDF-750C;PSU Chieftec ATX PROTON series, BDF-750C, 750W, 80 Plus Bronze, Modular;77.69€
TPS-700S;CHIEFTEC Task 700W certified 80Plus Bronze ATX 12V 2.3 Active CFP 0.9 65cm cable length;77.79€
XN320;XILENCE GAMING GOLD Series 650W 80+GOLD;77.79€
BP001EU;BE QUIET PURE POWER 12 550W;78.19€
CL-650B;ASROCK CL-650B BRONZE 650W 80 PLUS PSU;78.39€
LC6550 V 2.3;PSU 550W LC6550 V2.3 80+ Bronze 120mm 4 x SATA 4 x PATA 1x PCIe BLACK Active PFC;78.99€
PS-SPD-0650NNSABE-1;Thermaltake Smart BX1 maitinimo blokas 650 W 24-pin ATX ATX Juoda;79.49€
PS-SPD-0500MNSABE-1;Power supply -Smart BM1 500W Modular (80+ Bronze, Single Rail);79.49€
CTG-750C;CHIEFTEC 750W PSU 85+ 230V W/CABLE MNG;79.89€
MAG A750BN PCIE5;MSI MAG A750BN PCIE5 750W PSU;80.29€
AEROPGSLUXRGB-750;AEROCOOL AEROPGSLUXRGB-750 PSU ATX LUX 750W RGB 80 PLUS Bronze;81.49€
EY7A006;ENDORFY Vero L5 Bronze 700W PSU;81.99€
PS-SPR-0700NHSAWE-1;THERMALTAKE Smart RGB 700W;82.59€
PPG-750-S;CHIEFTEC VEGA 750W 80PLUS GOLD PCIe GEN5 PSU;82.59€
PS-SPS-0700MNSAWE-1;Thermaltake SPS-0700AH3CKW maitinimo blokas 700 W ATX Juoda;82.89€
PS-SPD-0750NNFABE-3;Thermaltake Smart BX3 maitinimo blokas 750 W ATX Juoda;82.99€
XN330;XILENCE GAMING GOLD Series 750W 80+GOLD;83.89€
IT-GPS-800W;Power Supply INTER-TECH Argus GPS 800W, 80PLUS Gold, 140mm fan, Intelligent fan control (IFC), 4xPCI-e, OPP, SCP, OVP, OCP and NLP protection;84.00€
SPS-630MPCBEU;Thermaltake SMART SE 630W, Modular, Active PFC PSU, 140mm FAN;84.19€
PS-SPD-0600MNSABE-1;Power supply -Smart BM1 600W Modular (80+ Bronze, Single Rail);84.39€
PS-SPD-0700MNSABE-1;Power supply -Smart BM1 700W Modular (80+ Bronze, Single Rail);87.49€
BBS-600S;Chieftec ATX PSU Core series BBS-600S, 12cm fan, 600W, 80 PLUS® Gold, Active PFC;87.59€
CP-9020302-EU;CORSAIR RMe Series RM650e 650 Watt ATX 3.1 PCIe 5.1 Cybenetics Gold Certified Fully Modular Power Supply;87.59€
GP-UD850GM;Gigabyte | PSU | GP-UD850GM | 850 W;90.19€
CL-750B;ASROCK CL-750B BRONZE 750W 80 PLUS PSU;90.39€
PS-SPD-0650MNFABE-1;Power Supply|THERMALTAKE|650 Watts|Peak Power 780 Watts|Efficiency 80 PLUS BRONZE|PFC Active|MTBF 100000 hours|PS-SPD-0650MNFABE-1;90.59€
BN303;BE QUIET BN303 PSU System Power 9 700W CM 80Plus Bronze;90.89€
CL-650G;ASROCK CL-650G GOLD 650W 80 PLUS PSU;93.19€
R-PL800D-FC0B-EU-V2;DeepCool PL800D maitinimo blokas 800 W 20+4 pin ATX ATX Juoda;93.39€
PS-SPD-0650MNFABE-3;Thermaltake Smart BM3 maitinimo blokas 650 W 24-pin ATX ATX Juoda;93.59€
SPS-730MPCBEU;Thermaltake  SMART SE,  Modular, up to 87%, Active PFC PSU, 140mm FAN, retail packing 730 W, Thermaltake 730 W, on 12 V: 57A, 684 W;93.89€
AK-U4-1250;Akyga Ultimate ATX Power Supply 1250W AK-U4-1250 80 PLUS Gold bitcoin miner;94.39€
PS-SPS-0630MPCGEU-1;Power Supply Smart SE 630W Modular (up to 92%, 2xPEG, 140mm, Single Rail);97.89€
PS-SPR-0750NHSABE-1;Power Supply|THERMALTAKE|750 Watts|Peak Power 900 Watts|Efficiency 80 PLUS BRONZE|PFC Active|MTBF 100000 hours|PS-SPR-0750NHSABE-1;97.89€
