Model;Name;Price
BX8071514500;INTEL Core i5-14500 2.6GHz LGA1700 24M Cache Boxed CPU;274.29€
BX80768225F;Intel Core Ultra 5 225F procesorius 20 MB „Smart Cache“ Dėžė;275.59€
BX80768225     S RQCZ;INTEL Core Ultra 5 225 3.3GHz LGA1851 20M Cache BOX CPU;281.79€
BX8071512700F;INTEL Core i7-12700F 2.1GHz LGA1700 25M Cache Boxed CPU NON-K;282.19€
BX80768225SRQCZ;CPU Desktop Intel Ultra 5 225 (20M Cache, up to 4.90 GHz, FCLGA18W) box;287.19€
100-100001236BOX/W24;AMD Ryzen 7 8700G 5.15GHz AM5 8C/16T 65W 24MB with Wraith Spire BOX;289.29€
BX80768235;INTEL Core Ultra 5 235 3.4GHz LGA1851 24M Cache Box CPU;293.89€
BX80768225;Intel Core Ultra 5 225 procesorius 20 MB „Smart Cache“ Dėžė;293.89€
BX8071513500;INTEL Core i5-13500 2.5Ghz FC-LGA16A 24M Cache Boxed CPU;296.99€
100-100001236BOX;AMD Ryzen 7 8700G 5.15GHz AM5 8C/16T 65W 24MB with Wraith Spire BOX;298.89€
BX8071512700;INTEL Core i7-12700 2.1GHz LGA1700 25M Cache Boxed CPU NON-K;310.59€
100-100000592BOX;AMD Ryzen 7 7700 5.3GHz AM5 8C/16T 65W 40MB with Wraith Prism Cooler BOX;320.49€
100-000000591;CPU|AMD|Desktop|Ryzen 7|R7-7700X|400 MHz|Cores 8|32MB|Socket SAM5|105 Watts|GPU Radeon|OEM|negamyklinėje pakuotėje be priedų;325.29€
BX80768245KF S RQCY;CPU|INTEL|Desktop|Core Ultra|U5-245KF|Arrow Lake|4200 MHz|Cores 14|24MB|Socket LGA1851|125 Watts|BOX|BX80768245KFSRQCY;325.59€
AT8076806414;INTEL Core Ultra 5 245KF 5.2GHz FCLGA18W LGA1851 24M Cache TRAY CPU;325.99€
BX80768245KF;INTEL Core Ultra 5 245KF 5.2GHz FCLGA18W LGA1851 24M Cache Boxed CPU;328.79€
100-100000591WOF;AMD Ryzen™ 7 7700X 4.5-5.4GHz, 8Core/16Threads, socket AM5 (dėžutėje AMD neprideda aušintuvo);337.29€
BX8071514700F;INTEL Core i7-14700F 2.1GHz LGA1700 33M Cache Boxed CPU;337.99€
100-100000059WOF;AMD Ryzen 9 5950X BOX AM4 16C/32T 105W 3.4/4.9GHz 72MB dėžutėje AMD neprideda aušintuvo;340.49€
AT807680640F;INTEL Core Ultra 5 245K 5.2GHz FCLGA18W LGA1851 24M Cache TRAY CPU;341.69€
100-000001404;AMD Ryzen 7 9700X 5.5GHz AM5 8C/16T 65W 40MB TRAY(be gamyklinės pakuotės, ir priedų);342.69€
BX8071513700F;INTEL Core i7-13700F 2.1Ghz FC-LGA16A 30M Cache Boxed CPU;342.99€
CM8067702868314;Intel Core i7-7700, Quad Core, 3.60GHz, 8MB, LGA1151, 14nm, 65W, VGA, TRAY (be pakuotės ir aušintuvo);343.39€
BX80768245K;INTEL Core Ultra 5 245K 5.2GHz FCLGA18W LGA1851 24M Cache Boxed CPU;343.39€
100-000000059;AMD RYZEN 9 5950X 4.90GHZ 16 CORE TRAY CPU (be aušintuvo ir gamyklinės dėžutės);344.89€
BX8071512900KF;INTEL Core i9-12900KF 16Cores (8 Performance-cores) 2.4-5.2GHz, LGA 1700, NO Graphics  (Intel dėžutėje neprideda aušintuvo);348.99€
100-100001581WOF;AMD Ryzen 9 5900xT 4.8GHz AM5 16C/32T 105W 72MB BOX;357.69€
BX8071514700;INTEL Core i7-14700 2.1GHz LGA1700 33M Cache Boxed CPU;368.29€
BX8071512900K;Intel® Core™ i9-12900K 16Cores (8 Performance-cores) 2.4-5.2GHz, LGA 1700 (Intel dėžutėje neprideda aušintuvo);368.69€
BX8071514700SRN40;Intel CPU Desktop Core i7-14700 (up to 5.40 GHz, 33M Cache, LGA1700) box;370.79€
100-100001404WOF/24month;CPU|AMD|Desktop|Ryzen 7|9700X|Granite Ridge AM5|3800 MHz|Cores 8|32MB|Socket SAM5|65 Watts|GPU Radeon|BOX|100-100001404WOF;372.19€
100-100001404WOF;AMD Ryzen™ 7 9700X 3.8-5.5GHz |  8 Cores, 16 Threads  | AM5 | BOX (be aušintuvo) with Radeon Graphics;374.39€
BX8071514700KF;INTEL Core i7-14700KF 3.4Ghz LGA1700 BOX (no CPU cooler);376.29€
100-000001721;CPU|AMD|Desktop|Ryzen 5|7600X3D|Raphael AM5|4100 MHz|Cores 6|96MB|Socket SAM5|65 Watts|GPU Radeon|OEM|100-000001721;383.69€
